Title,Description,Link,Category,Publication Date,article_id
WFI to decide on Paris Games selection criteria on May 21,India have earned six quota places for the Summer Games with five of them coming from women wrestlers,https://www.thehindu.com/sport/other-sports/wfi-to-decide-on-paris-games-selection-criteria-on-may-21/article68183910.ece,Sport,"Fri, 17 May 2024 01:52:00 +0530",1620
Rupee falls 3 paise to 83.48 against U.S. dollar in early trade,"At the interbank foreign exchange, the domestic unit opened at 83.46 against the greenback and then slipped further to 83.48, registering a loss of 3 paise compared to its previous closing level",https://www.thehindu.com/business/markets/rupee-falls-3-paise-to-8348-against-us-dollar-in-early-trade/article68123699.ece,Business,"Tue, 30 Apr 2024 11:12:50 +0530",1621
"Swan Lake comes to Bengaluru as Hansika, courtesy Sanjali Centre for Odissi Dance","Hansika, an Odissi adaptation of Tchaikovsky’s Swan Lake, will be performed this weekend",https://www.thehindu.com/entertainment/dance/swan-lake-comes-to-bengaluru-as-hansika-courtesy-sanjali-centre-for-odissi-dance/article67792232.ece,Entertainment,"Thu, 01 Feb 2024 13:04:53 +0530",1623
"JP Morgan CEO praises Modi, says he ‘took 400 million people out of poverty’",He also called PM Modi “tough” for breaking old bureaucratic systems,https://www.thehindu.com/business/Industry/jp-morgan-ceo-praises-modi-says-he-took-400-million-people-out-of-poverty/article68101889.ece,Business,"Wed, 24 Apr 2024 17:46:50 +0530",1625
"Markets rebound in early trade amid global rally, buying in ICICI Bank and Reliance","BSE Sensex jumped to 74,141.31 in early trade, and the NSE Nifty went up to 22,514.15",https://www.thehindu.com/business/markets/markets-rebound-in-early-trade-amid-global-rally-buying-in-icici-bank-and-reliance/article68119899.ece,Business,"Mon, 29 Apr 2024 10:08:38 +0530",1626
Rupee settles on flat note at 83.51 against U.S. dollar,"At the interbank foreign exchange market, the rupee traded in a narrow range. It opened at 83.51, and touched an intraday low of 83.52 during the day",https://www.thehindu.com/business/markets/rupee-settles-on-flat-note-at-8351-against-us-dollar/article68174495.ece,Business,"Tue, 14 May 2024 16:49:16 +0530",1628
Trendsetting leather exhibition: Highlights from the Leather Fashion Show 2024,"The 37th India International Leather Fair showcases travel accessories, biker jackets, belts, wallets, shoes, boots, and bags at The Leather Fashion Show 2024",https://www.thehindu.com/life-and-style/fashion/trendsetting-leather-exhibition-highlights-from-the-leather-fashion-show-2024/article67803369.ece,life-and-style,"Fri, 02 Feb 2024 16:49:01 +0530",1629
"FIH Olympic qualifiers | Paris dreams over, questions remain over coach Janneke Schopman’s future","Hockey India president Dilip Tirkey throws his weight behind coach, insists on planning for the future",https://www.thehindu.com/sport/hockey/fih-olympic-qualifiers-paris-dreams-over-questions-remain-over-coach-janneke-schopmans-future/article67758814.ece,Sport,"Sat, 20 Jan 2024 12:02:56 +0530",1631
"Festival of lights, a display of antique oil lamps in Hyderabad",Antique collectors oil lamps on display at The Purple Turtles in Hyderabad,https://www.thehindu.com/life-and-style/travel/festival-of-lights-a-display-of-antique-oil-lamps-in-hyderabad/article67633603.ece,life-and-style,"Thu, 14 Dec 2023 17:24:43 +0530",1634
"MDH, Everest masala row: FSSAI to check quality of spices sold in India",FSSAI takes samples of spices regularly from the market to check the quality of product sold in the domestic market.,https://www.thehindu.com/business/Industry/mdh-everest-masala-row-fssai-to-check-quality-of-spices-sold-in-india/article68094890.ece,Business,"Mon, 22 Apr 2024 19:52:53 +0530",1635
Women’s Asian Champions Trophy semifinal: Indian women hockey team hopes to continue winning momentum,India beat Korea 5-0 on November 2 to set up a rematch in the last four but coach Janneke Schopman is wary.,https://www.thehindu.com/sport/hockey/womens-asian-champions-trophy-semifinal-indian-women-hockey-team-hopes-to-continue-winning-momentum/article67493626.ece,Sport,"Fri, 03 Nov 2023 18:01:30 +0530",1637
"Chennai’s neighbourhood beauty parlours now customise make up looks, saree drapes this Deepavali","Independent beauty parlours in Chenai, some older than the world wide web, weigh in on the festive season rush, the trends this Deepavali season and how beauty is a family activity",https://www.thehindu.com/life-and-style/fashion/chennais-neighbourhood-beauty-parlours-now-customise-make-up-looks-and-saree-drapes-this-deepavali/article67483958.ece,life-and-style,"Fri, 03 Nov 2023 11:49:49 +0530",1638
Rutuja Bhosale in doubles quarterfinals,Fukuoka (Japan),https://www.thehindu.com/sport/tennis/tennis/article68150163.ece,Sport,"Tue, 07 May 2024 20:11:47 +0530",1639
"Sensex scales 76000 peak, Nifty hits new high before closing lower; RIL, ITC biggest drag","Broader Nifty of the NSE declined by 24.65 points or 0.11%, to end at 22,932.45",https://www.thehindu.com/business/markets/sensex-scales-76000-peak-nifty-hits-new-high-before-closing-lower-ril-itc-biggest-drag/article68221277.ece,Business,"Mon, 27 May 2024 16:41:00 +0530",1640
Premier League | Arsenal hammer Chelsea to move three points clear at the top,Ben White and Kai Havertz scored two each to sweep aside a dazed Chelsea,https://www.thehindu.com/sport/football/premier-league-arsenal-hammer-chelsea-to-move-three-points-clear-at-the-top/article68100858.ece,Sport,"Wed, 24 Apr 2024 12:17:44 +0530",1641
"KPI Green Energy board okays plan to raise up to ₹1,000 crore","This is subject to approval from shareholders, according to a regulatory filing",https://www.thehindu.com/business/Industry/kpi-green-energy-board-okays-plan-to-raise-up-to-1000-crore/article68172365.ece,Business,"Tue, 14 May 2024 02:37:00 +0530",1642
"MOTORSPORTS | Arya, Diljith scorch the track in the LGB Formula 4 category","The duo win a race each in the JK Tyre FMSCI National Racing Championship, Tijil’s podium finish makes it a clean sweep for Dark Don Racing",https://www.thehindu.com/sport/motorsport/motorsports-arya-diljith-scorch-the-track-in-the-lgb-formula-4-category/article67396304.ece,Sport,"Sun, 08 Oct 2023 18:49:56 +0530",1645
Birders in Visakhapatnam report a drop in number of species during the Asian Waterbird Census,"Habitat destruction, poaching and landfills near water sources are some of major threats faced by wetlands and birds in and around it in Visakhapatnam",https://www.thehindu.com/sci-tech/energy-and-environment/birders-in-visakhapatnam-report-a-drop-in-number-of-species-during-the-asian-waterbird-census/article67799488.ece,life-and-style,"Fri, 02 Feb 2024 07:56:39 +0530",1646
Praggnanandhaa beats Carlsen but remains third in Superbet chess,Carlsen is a distant second at this point and the main reason behind that is Praggnanandhaa.,https://www.thehindu.com/sport/other-sports/praggnanandhaa-beats-carlsen-but-remains-third-in-superbet-chess/article68167615.ece,Sport,"Sun, 12 May 2024 16:12:43 +0530",1647
‘Rathnam’ movie review: Hari attempts to reinvent himself but the Vishal-starrer remains outdated,"In his latest outing with Vishal, Hari attempts to adapt some of his tropes to the sensibilities of the modern-day audience, but the ideas he plays around with and the story he wishes to tell still belong in the 2000s",https://www.thehindu.com/entertainment/movies/rathnam-movie-review-hari-attempts-to-reinvent-himself-but-the-vishal-starrer-remains-outdated/article68110579.ece,Entertainment,"Fri, 26 Apr 2024 19:43:22 +0530",1648
Union Budget | Centre to expand electric vehicle ecosystem to support charging infra,"Biomanufacturing and bio foundry scheme will be launched to provide environment-friendly alternatives for bio-degradable production, says FM Nirmala Sitharaman.",https://www.thehindu.com/business/budget/union-budget-centre-to-expand-electric-vehicle-ecosystem-to-support-charging-infra/article67799775.ece,Business,"Thu, 01 Feb 2024 13:33:57 +0530",1649
Actor Fahadh Faasil reveals ADHD diagnosis at 41,"Malayalam star Fahadh Faasil spoke about being diagnosed with ADHD at 41, and emphasised the importance of early detection and treatment",https://www.thehindu.com/entertainment/movies/actor-fahadh-faasil-reveals-adhd-diagnosis-at-41/article68224096.ece,Entertainment,"Tue, 28 May 2024 12:01:23 +0530",1650
Captain Uttam Singh upbeat about India’s chances against Germany,NEW DELHI,https://www.thehindu.com/sport/hockey/article67633679.ece,Sport,"Wed, 13 Dec 2023 19:08:13 +0530",1651
How the Bhilwara Sur Sangam festival has emerged to be a musical meeting point,This much-awaited event in Delhi’s cultural calendar is as much a celebration of the past as the future,https://www.thehindu.com/entertainment/music/how-the-bhilwara-sur-sangam-festival-has-emerged-to-be-a-musical-meeting-point/article68045932.ece,Entertainment,"Tue, 09 Apr 2024 17:39:07 +0530",1652
"Siddhant Chaturvedi, Triptii Dimri to star in ‘Dhadak 2’","Produced by Karan Johar, the film follows up 2018’s ‘Dhadak’, which featured Janhvi Kapoor in her cinematic debut",https://www.thehindu.com/entertainment/movies/siddhant-chaturvedi-triptii-dimri-to-star-in-dhadak-2/article68220892.ece,Entertainment,"Mon, 27 May 2024 14:41:48 +0530",1653
"‘The Test’ Season 3 docu-series review: Short, engaging peek into cricketing drama","IPL 2024 is over, but here’s a chance for you to watch how the Australian cricket team went about tackling the WTC final against India and The Ashes against England",https://www.thehindu.com/entertainment/the-test-season-3-docu-series-review-short-engaging-peek-into-cricketing-drama/article68214818.ece,Sport,"Mon, 27 May 2024 13:16:05 +0530",1655
Singapore High Court orders former PM Lee’s brother to pay damages to Indian-origin ministers in defamation case,"The lawsuits were initiated over comments Lee Hsien Yang made on his Facebook page on July 23 last year, suggesting that the Ministers had acted corruptly",https://www.thehindu.com/news/international/singapore-high-court-orders-former-pm-lees-brother-to-pay-damages-to-indian-origin-ministers-in-defamation-case/article68210843.ece,World,"Fri, 24 May 2024 15:36:38 +0530",1656
"Audi Q3, Q3 Sportback India production begins","The Q3 will be the fifth Audi to be locally produced, with the Audi A4, Audi A6, Audi Q5 and Audi Q7, at the brand’s plant in Aurangabad, Maharashtra",https://www.thehindu.com/life-and-style/motoring/audi-q3-q3-sportback-india-production-begins/article66815110.ece,life-and-style,"Fri, 05 May 2023 16:46:46 +0530",1657
Kochi farmer’s sunflower farm for his mother,Kochi-based farmer KK Vijayan plants sunflowers on a 50 cent plot. The blooms are drawing curious locals looking for selfies,https://www.thehindu.com/news/cities/Kochi/kochi-farmers-sunflower-farm-for-his-mother/article67795591.ece,life-and-style,"Thu, 01 Feb 2024 14:42:09 +0530",1658
Pedalling for pleasure: How cycling is becoming an increasingly popular recreational fitness activity in India,"The last two years, especially, has seen a never-before-seen surge in people from urban India signing up for cycling",https://www.thehindu.com/life-and-style/fitness/how-cycling-is-becoming-an-increasingly-popular-recreational-fitness-activity-in-india/article65578494.ece,life-and-style,"Fri, 01 Jul 2022 18:17:14 +0530",1659
When measurement differs,"Your property-related legal queries answered by S.C. RAGHURAM, Partner, RANK Associates, a Chennai-based law firm",https://www.thehindu.com/real-estate/legal-property-questions-land-disputes/article66759500.ece,life-and-style,"Fri, 21 Apr 2023 17:04:49 +0530",1660
IPL-2024 Qualifier 1: Mitchell the ‘Starc’ difference as Kolkata Knight Riders blows away Sunrisers Hyderabad,"On a pitch conducive for batting, the Aussie left-arm pacer’s triple strike helps his team restrict Sunrisers to 159; Gurbaz-Narine provide a blazing start before Venkatesh-Shreyas put the side in the final",https://www.thehindu.com/sport/cricket/indian-premier-league-2024-qualifier-1-kolkata-knight-riders-vs-sunrisers-hyderabad-in-ahmedabad-on-may-21-2024/article68200415.ece,Sport,"Tue, 21 May 2024 19:13:14 +0530",1661
RLV Ramakrishnan wants to perform Mohiniyattam at every stage in Kerala to protest against racist slurs made by a dancer,Mohiniyattam dancer and academic RLV Ramakrishnan plans to protest against discriminatory remarks made by a veteran dancer,https://www.thehindu.com/entertainment/dance/rlv-ramakrishnan-says-he-wants-to-perform-mohiniyattam-at-every-stage-to-protest-against-racist-slurs/article67983522.ece,Entertainment,"Sat, 23 Mar 2024 14:40:36 +0530",1662
I am filled with gratitude that I could play 150 matches for the country: Chhetri,In Sunil Chhetri’s 19-year career he became India’s top goal-scorer with 94 strikes.,https://www.thehindu.com/sport/football/indian-football-legend-sunil-chhetri-on-his-retirement-plans/article68186007.ece,Sport,"Fri, 17 May 2024 15:18:50 +0530",1663
